PRT_ID,AREA,SQFT,BEDROOM,BATHROOM,NO_OF_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PARKING
P02464,Karapakkam,1624,2,2,4,No,House,NoSewr ,No Access,A,3.5,5,3.2,3.83,231480,43066,5383250,0
P06978,Adyar,953,1,1,3,Yes,Others,NoSeWa,Paved,I,2.4,4,3.6,3.32,329346,16467,8233645,1
P07540,Chrompet,967,1,1,3,Yes,Others,ELO,Paved,RH,3.5,2.7,3.6,3.21,239229,41246,8249290,1
P07507,Chrompet,961,1,1,3,No,House,NoSeWa,Gravel,RL,3,4,3.1,3.43,218006,148244,8720250,0
P04572,Karapakkam,1034,1,1,3,Yes,Others,NoSeWa,No Access,I,3,4.7,2.4,3.27,256914,48936,6117000,1
P09020,Velachery,1940,3,2,5,No,House,ELO,Pavd,RM,2.2,3.4,4.2,3.34,355462,172345,10771580,0
P04050,Chrompet,753,1,1,2,No,Commercial,ELO,Gravel,RH,3,5,2.3,3.59,250152,111179,9264900,0
P05790,Karapakkam,755,1,1,2,No,Commercial,NoSeWa,Paved,I,4.8,4.7,2.6,3.89,230826,135780,6789000,0
P09268,Anna Nagar,1971,2,1,5,No,Commercial,ELO,No Access,RM,3.2,3.8,4.9,4.03,786861,170132,21266520,0
P00895,Chrompet,1026,1,1,3,Yes,Commercial,AllPub,Paved,RH,4.2,4.1,3.4,3.92,319970,63994,12798800,1
P04402,Karapakkam,1375,2,2,4,No,Others,NoSeWa,Paved,A,4.2,3.9,2.8,3.55,242676,135447,5643625,0
P03279,Karapakkam,728,1,1,2,No,House,NoSeWa,No Access,A,4.1,4.1,3.5,3.86,135229,64675,2939750,0
P00286,Anna Nagar,1807,2,1,5,No,Others,ELO,No Access,RL,3.8,3.7,2.3,3.175,468129,156043,13003580,0
P03925,Karapakkam,1333,2,2,4,No,Commercial,NoSeWa,No Access,RH,4.9,3.2,3,3.63,359585,174933,9718500,0
P00965,Chrompet,1093,1,1,3,Yes,House,AllPub,Paved,RL,3.4,3.8,2.3,3.23,265752,104403,9491150,1
P08696,Adyar,1191,1,1,3,No,Others,NoSeWa,Paved,C,3.6,4.7,3.3,3.67,263226,100645,7741945,0
P05022,T Nagar,1984,2,1,5,Yes,Others,AllPub,Gravel,RL,2.7,2.4,3.6,3.03,620346,301790,16766120,1
P01583,Karapakkam,888,1,1,2,Yes,House,NoSeWa,Gravel,I,3.9,5,3.7,4.15,295447,64228,6422750,1
P00275,Chrompet,1100,1,1,3,Yes,Commercial,NoSewr ,Gravel,RM,3.8,4.6,4.6,4.36,444780,222390,14826000,1
P03976,Chrompet,1294,2,1,4,Yes,Commercial,NoSewr ,Gravel,RH,3.5,5,2.9,3.92,440783,258390,15199400,1
P04451,Velachery,1904,3,2,5,No,Others,ELO,Paved,RH,2.1,5,3.8,3.92,392282,110644,10058510,0
P05059,Karapakkam,1045,1,1,3,Yes,Others,ELO,Paved,RM,2.3,4.9,2.1,3,419630,128458,8563875,1
P03760,Karapakkam,1253,1,1,3,No,House,NoSeWa,Paved,I,2.4,2.4,4.7,3.32,217323,120735,6036750,0
P05612,KK Nagar,1472,2,1,4,No,Commercial,NoSewr ,Gravel,RL,4.5,2.5,3.8,3.62,514242,184600,13185700,0
P07446,Anna Nagar,1765,1,1,4,No,Commercial,AllPub,Gravel,RM,3,4.4,3.3,3.47,650414,121953,20325440,0
P01278,T Nagar,1634,1,1,4,Yes,House,NoSeWa,Gravel,RM,2.2,2.6,3.7,2.975,469968,147704,13427670,1
P05215,KK Nagar,1823,3,2,5,Yes,Commercial,AllPub,Gravel,RL,2.4,2.3,2.7,2.49,516554,371273,16142300,1
P08267,KK Nagar,2404,4,2,6,Yes,Others,AllPub,Paved,RL,2.2,3.4,4.1,3.32,554568,229943,13526040,1
P06082,Chrompet,985,1,1,3,No,House,AllPub,Gravel,RM,4.1,4.6,3.1,4,239336,153175,9573450,0
P00546,Chrompet,826,1,1,3,Yes,House,AllPub,Paved,RM,3.4,4.4,2.9,3.65,255931,36562,9140400,1
P07272,Chrompet,705,1,1,2,No,House,AllPub,Paved,RL,3.2,5,4.7,4.37,194888,112436,7495700,0
P08208,Chrompet,987,1,1,3,No,House,NoSewr ,No Access,RL,2.3,4.8,3,3.51,185396,51911,7415850,0
P07831,KK Nagar,1625,2,1,4,Yes,Others,NoSeWa,Paved,RH,4.6,2.3,3.4,3.43,306962,184177,10232060,1
P04236,Velachery,1729,2,1,4,Yes,House,AllPub,No Access,A,3.6,2.5,3.2,2.99,291940,149713,7485650,1
P02735,Anna Nagar,1791,1,1,4,Yes,Commercial,NoSeWa,Paved,RH,4.9,2.3,2.6,3.33,809394,121409,20234860,1
P00212,Chrompet,1019,1,1,3,Yes,Others,AllPub,Gravel,RL,2.7,2.3,2.4,2.45,278526,123789,10315780,1
P01124,Chrompet,1212,2,1,4,No,Commercial,NoSewr ,No Access,RH,2.7,4.6,5,4.15,396262,111449,12383200,0
P08220,Adyar,1234,2,2,4,No,Others,AllPub,No Access,A,3,2,3.4,3,222457,96398,7415240,0
P02452,Karapakkam,850,1,1,2,No,Others,ELO,No Access,A,3.1,2.9,2.6,2.84,117538,67673,3561750,0
P04307,Adyar,662,1,1,2,Yes,Commercial,NoSeWa,Gravel,A,4.3,2.3,2.1,2.8,265443,26544,8848105,1
P04663,Karapakkam,1555,2,2,4,No,Commercial,NoSewr ,No Access,A,2.3,2.1,4.3,3.04,297347,139928,8745500,0
P00374,Anna Nagar,1711,1,1,4,Yes,House,ELO,No Access,RH,4,2.3,4.5,3.775,302833,145808,11216030,1
P07225,Chrompet,1064,1,1,3,Yes,Commercial,AllPub,No Access,RM,3.5,3.1,2.4,3.01,422925,39649,13216400,1
P02748,Chrompet,816,1,1,3,Yes,House,NoSewr ,No Access,RM,2.8,4,2.3,3.13,246834,32911,8227800,1
P08763,Adyar,1252,2,2,4,Yes,House,ELO,No Access,I,2.8,2.5,2.2,2.44,324132,85298,8529780,1
P01735,Velachery,1917,3,2,5,No,House,ELO,No Access,I,4,2,3.3,2.89,280961,72247,8027460,0
P06867,Chrompet,1013,1,1,3,Yes,House,AllPub,Gravel,RM,4.3,2.1,3.1,3.06,333797,93880,10431150,1
P04038,Chrompet,1080,1,1,3,No,House,NoSeWa,No Access,RM,4.1,2,3.4,3.05,266211,108148,8319100,0
P06079,Karapakkam,627,1,1,2,No,Others,NoSeWa,No Access,RM,3.2,2.9,2.3,2.75,280401,118391,6231125,0
P00327,Chrompet,1058,1,1,3,Yes,Commercial,ELO,Paved,RH,2.2,5,2,3.26,402503,48788,12197050,1
P04059,Chrompet,951,1,1,3,No,Commercial,NoSeWa,Gravel,RL,2,4.1,4.3,3.53,325398,162699,11621350,0
P01678,Anna Nagar,1823,2,1,5,No,Others,AllPub,Paved,RH,4,3.7,2,,497660,134503,13450260,0
P02180,Karapakkam,575,1,1,2,No,House,AllPub,Gravel,A,4.6,3,3.4,3.64,131183,43728,3975250,0
P00190,Chrompet,737,1,1,2,Yes,Commercial,NoSewr ,No Access,RH,3.5,3.3,2.4,3.09,312030,113465,9455450,1
P09389,Adyar,706,1,1,2,No,Others,ELO,Paved,A,3.9,4,4.5,4.22,197132,5055,5054675,0
P01723,Karapakkam,1109,1,1,3,No,House,NoSewr ,Gravel,A,3.9,4.8,5,4.61,176987,130138,5205500,0
P02417,Chrompet,1211,2,1,4,No,House,ELO,Gravel,RH,3.4,3.1,2.9,3.13,239519,27637,9212250,0
P02533,Karapakkam,1450,2,2,4,No,House,NoSewr ,Gravel,I,2,3.3,2.7,2.67,282500,117134,6890250,0
P08962,Adyar,1277,2,2,4,No,Commercial,ELO,Gravel,I,4.6,4.4,3.5,4.01,503434,176882,13606320,0
P04530,T Nagar,1568,1,1,4,No,Others,AllPub,Gravel,RH,3.9,2,3.2,3.11,320072,153635,12802880,0
P06833,Adyar,995,1,1,3,No,Commercial,AllPub,Gravel,RH,2.8,4.3,2.5,2.95,389504,48688,12171985,0
P05846,Karapakkam,1304,1,1,3,Yes,Others,NoSeWa,Paved,C,3.2,2.4,4.7,3.56,295746,154595,6721500,1
P03864,Karapakkam,561,1,1,2,No,House,AllPub,Gravel,I,3,4,4.8,4.02,235188,79964,4703750,0
P05432,Karapakkam,831,1,1,2,No,House,NoSeWa,Gravel,RH,3.4,2.8,3.4,3.22,304163,66916,6083250,0
P00816,Anna Nagar,1811,2,1,5,Yes,House,NoSeWa,Gravel,RL,3.8,2,3.5,3.23,432321,216161,13510040,1
P05897,KK Nagar,1563,2,1,4,No,Commercial,NoSeWa,Paved,RM,5,5,2.7,4.08,429046,221443,13840180,0
P07928,Chrompet,1107,1,1,3,No,Commercial,NoSewr ,Gravel,RL,3.4,3.7,4.4,3.82,358626,39847,13282450,0
P00858,Chrompt,910,1,1,3,No,House,ELO,Gravel,RL,3.9,3.5,2.6,3.35,243280,102021,7847750,0
P04217,T Nagar,1512,1,1,4,Yes,Commercial,AllPub,Paved,RL,2.1,4.4,4,3.53,537406,148250,18531240,1
P05495,Chrompet,1061,1,1,3,Yes,Others,NoSeWa,Paved,RM,3.7,3,2.3,3,304066,73395,10485020,1
P09569,Velachery,1851,3,2,5,No,Others,ELO,Paved,RM,4.7,3.7,4.7,4.25,356633,200606,11144770,0
P00919,Anna Nagar,1655,1,1,4,Yes,Commercial,NoSeWa,Gravel,RM,2,4.9,4.6,3.765,658772,144106,20586630,1
P02351,Karapakkam,895,1,1,3,No,House,ELO,Gravel,I,2.4,3.8,4.1,3.5,168563,48938,5437500,0
P05743,Karapakkam,1192,1,1,3,No,Others,ELO,Paved,RM,5,4.7,2.5,3.91,414228,120817,8629750,0
P06161,Velachery,1670,2,1,4,No,Others,NoSeWa,No Access,RH,4.6,3.3,2.8,3.48,252573,57033,8147530,0
P02899,Anna Nagar,1532,1,1,4,No,House,AllPub,Paved,RL,4.5,4.1,4.1,4.24,395546,67808,11301300,0
P09658,Velachery,1896,3,2,5,No,Others,AllPub,No Access,RH,2.2,4.4,2.7,3.34,386563,109030,9911860,0
P02796,Karapakkam,1296,1,1,3,Yes,Others,AllPub,No Access,C,3.7,2.7,2,2.72,281102,78447,6537250,1
P05951,KK Nagar,2045,3,2,5,Yes,Commercial,NoSeWa,Paved,RL,3.1,2,4.5,3.33,559590,406974,16957260,1
P01570,Adyar,722,1,1,2,No,House,NoSewr ,Paved,C,3,2.2,2.7,2.69,201816,10622,5310935,0
P02637,Adyar,637,1,1,2,Yes,Commercial,AllPub,Paved,RL,3,2.6,4.3,3.57,391348,42308,10576965,1
P09347,Velachery,1519,2,1,4,Yes,Commercial,AllPub,No Access,RH,3.4,4,4,3.85,405836,114141,12682380,1
P04079,Karapakkam,1107,1,1,3,No,House,NoSeWa,Gravel,A,3.2,3,2.2,2.74,178480,89240,4462000,0
P08838,Anna Nagar,1788,1,1,4,Yes,House,AllPub,Paved,RM,4,3.7,3.2,3.605,516103,176561,13581650,1
P05515,Karapakkam,923,1,1,3,Yes,Comercial,NoSeWa,Paved,A,3.9,3.6,2.4,3.21,257136,80814,7346750,1
P03675,Chrompet,1261,2,1,4,Yes,House,NoSewr ,Paved,RH,2.1,2,3.2,2.39,294683,127696,9822750,1
P04888,T Nagar,1773,1,1,4,No,Others,NoSeWa,Gravel,RM,2.6,3.4,2.6,2.8,423038,267924,14101250,0
P04976,Chrompet,1104,1,1,3,Yes,Others,AllPub,Paved,RH,2.6,3.7,4.7,3.67,281829,145773,9718230,1
P00704,Chrompet,883,1,1,3,No,House,NoSewr ,No Access,RM,3.4,3.6,5,3.96,210096,108939,7781350,0
P05636,Karapakkam,1639,2,2,4,Yes,Others,NoSewr ,No Access,RH,3,3.9,2.8,3.19,272602,193460,8793625,1
P02069,Karapakkam,910,1,1,3,No,Others,AllPub,Paved,I,4.4,3.7,4.5,4.23,173685,140069,5602750,0
P01950,Karapakkam,1572,2,2,4,Yes,Others,NoSewr ,No Access,A,3.4,3.9,4.9,4.15,308867,147719,6714500,1
P02272,KK Nagar,1854,3,2,5,Yes,Others,NoSewr ,Paved,RH,3.1,3,4.9,3.79,437922,229909,10948060,1
P06066,Karapakkam,1219,1,1,3,Yes,Others,NoSewr ,No Access,C,3.8,3.2,2.5,3.1,279362,89158,5943875,1
P04791,Adyar,1033,1,1,3,Yes,House,NoSeWa,Paved,I,3.2,4.7,3.8,3.8,264785,40119,8023795,1
P07978,Adyar,861,1,1,3,Yes,House,ELO,Paved,C,3,2.5,3.5,3.15,235199,98632,7587075,1
P09222,Chrompet,963,1,1,3,Yes,House,NoSewr ,Paved,RH,3.6,2.1,3.2,2.88,222432,103272,7944000,1
P09845,Velachery,1537,2,1,4,No,Others,AllPub,Gravel,A,2.5,4.8,4.5,4.14,298736,97089,7468400,0
P03362,Karapakkam,1579,2,2,4,No,Commercial,AllPub,Paved,A,4,2.8,2.4,3,345710,93435,9343500,0
P08232,T Nagar,1925,2,1,5,Yes,House,ELO,Paved,RH,3.1,4,3,3.28,317209,203013,12688340,1
P01792,Karapakkam,1584,2,2,4,No,Commercial,NoSeWa,No Access,I,3.5,3.1,4.2,3.66,482782,209905,10495250,0
P09098,T Nagar,1829,2,1,5,Yes,House,NoSewr ,Paved,RM,2.6,4.6,2.4,3.01,512246,227665,14229060,1
P07318,Velachery,1761,2,1,4,No,Commercial,NoSewr ,No Access,A,2.9,4.2,3.2,3.58,386251,159044,11360310,0
P04584,Karapakkam,1204,1,1,3,Yes,Others,NoSewr ,No Access,RH,3.3,4.7,2.6,3.44,268281,149045,7452250,1
P01187,Chrompet,1165,1,1,3,No,House,NoSewr ,No Access,RM,4.2,3,3.5,3.51,262280,98355,8196250,0
P09001,Chrompet,1109,1,1,3,No,House,ELO,Paved,RL,2.2,3,4.3,3.15,235275,34856,8713900,0
P00975,Chrompt,818,1,1,3,Yes,Commercial,AllPub,Paved,RH,5,4.7,4.4,4.7,305559,188036,11752250,1
P00082,T Nagar,1600,1,1,4,No,House,ELO,Gravel,RM,2.4,4.5,2.1,2.79,415246,195410,12213120,0
P04916,Karapakkam,1170,1,1,3,No,Others,NoSewr ,Paved,RM,3.3,3.9,2.9,3.32,407803,141483,8322500,0
P06913,Chrompet,1288,2,1,4,No,House,NoSeWa,No Access,RM,2.5,3.1,2.9,2.86,232310,151895,8935000,0
P03821,Anna Nagar,1598,1,1,4,Yes,House,NoSewr ,Gravel,RM,3.9,2.9,4.4,3.85,454192,66793,13358600,1
P01179,Chrompet,722,1,1,2,No,Others,AllPub,Paved,RH,2.3,2.1,4.5,2.88,168850,32471,6494240,0
P00846,Chrompet,798,1,1,2,No,House,AllPub,No Access,RL,4.4,3.5,3.5,3.77,194585,71348,6486150,0
P05696,Karapakkam,933,1,1,3,Yes,Commercial,AllPub,Gravel,C,2,4.5,3,3.15,349800,139920,8745000,1
P01469,Chrompet,1086,1,1,3,Yes,Commercial,ELO,Paved,RL,2.5,4,3.1,3.28,434676,182283,14021800,1
P02690,KK Nagar,1952,3,2,5,No,House,NoSeWa,Paved,RH,4.4,4.5,4.3,4.39,483558,145067,9671160,0
P02667,Chrompet,1052,1,1,3,No,Others,NoSewr ,Paved,RH,3.6,4.1,4.7,4.13,196787,47229,7871490,0
P01589,Velachery,1786,2,1,4,No,Commercial,NoSeWa,Paved,RH,3.4,4,2.1,3.28,454563,113641,14205080,0
P05917,Karapakkam,1652,2,2,4,No,Others,NoSeWa,Paved,A,3.3,2,2.9,2.75,224464,105218,7014500,0
P03323,Karapakkam,1607,2,2,4,Yes,House,NoSewr ,Paved,A,2.5,2.4,4.1,3.11,186818,137000,6227250,1
P07929,Chrompet,1229,2,1,4,No,House,AllPub,No Access,RH,2.9,5,3,3.77,222515,79470,7946950,0
P03511,T Nagar,1902,2,1,5,No,Commercial,AllPub,Paved,RH,3.4,2,3.2,2.96,544913,262366,20181980,0
P04674,Velachery,1677,2,1,4,No,Commercial,AllPub,Gravel,A,2.8,3.9,4.6,3.84,406252,165040,12695370,0
P00234,Chrmpet,979,1,1,3,Yes,House,NoSeWa,No Access,RL,3.6,4.4,4.9,4.31,250856,98551,8959150,1
P07283,Adyar,655,1,1,2,No,Commercial,ELO,No Access,RH,3.8,4.8,3.9,4.05,253588,47548,7924640,0
P09443,Chrompet,947,1,1,3,Yes,Commercial,ELO,Pavd,RL,3,3.3,2.9,3.09,320431,189885,11867800,1
P02643,Velachery,1882,3,2,5,No,Commercial,ELO,Paved,A,2.1,3,4.6,3.26,434072,210835,12402070,0
P00035,Chrompet,963,1,1,3,Yes,House,NoSewr ,No Access,RL,3.8,4.5,2.8,3.78,223031,107385,8260400,1
P09313,Chrompet,1055,1,1,3,Yes,Commercial,NoSeWa,No Access,RH,3.2,4.8,2.6,3.66,350001,181035,12069000,1
P05726,Karapakkam,1390,2,2,4,No,Others,NoSewr ,No Access,I,3.5,4.5,2.4,3.36,291085,106929,5940500,0
P07147,Velachery,1599,2,1,4,Yes,Others,NoSeWa,No Access,A,3.6,4.4,3.2,3.84,295614,55927,7989570,1
P06046,Karapakkam,1591,2,2,4,No,House,ELO,Paved,RM,4.1,4.8,4.2,4.35,395595,87910,8791000,0
P05916,Karapakkam,1265,1,1,3,Yes,Commercial,ELO,Paved,I,3.9,4.1,2.8,3.52,401080,90243,10027000,1
P06467,Adyar,870,1,1,3,Yes,Commercial,AllPub,Paved,I,2.9,3.2,2.6,2.81,411107,44444,11111010,1
P06050,Adyar,1122,1,1,3,Yes,Others,AllPub,No Access,C,4.2,2.9,4.6,4.14,292369,17198,8599095,1
P03198,Adyar,613,1,1,2,Yes,Others,NoSeWa,Paved,I,2.5,2.5,4.6,3.55,241316,73735,6703210,1
P09631,Velachery,1670,2,1,4,Yes,House,ELO,Paved,A,4.9,4,4.8,4.47,309829,81534,8153390,1
P05774,KK Nagar,1338,2,1,4,No,Commercial,AllPub,Gravel,RL,3.6,3.2,2.9,3.2,411103,231246,12846980,0
P03918,KK Nagar,1319,1,1,3,No,Others,NoSewr ,Paved,RH,3.2,3.1,3,3.09,375685,86095,7826780,0
P03745,KK Nagar,1710,2,1,4,Yes,House,NoSewr ,Paved,RM,2.4,3.5,2.8,2.89,395213,197607,10978140,1
P08163,Anna Nagar,1938,2,1,5,Yes,House,ELO,No Access,RH,3.5,4.9,2.8,3.57,342263,118022,11802180,1
P02463,Karapakkam,1058,1,1,3,Yes,Others,NoSewr ,No Access,RM,2.5,4.2,4.9,3.97,260044,159382,8388500,1
P03564,Chrompet,1251,2,1,4,No,Commercial,AllPub,Gravel,RL,3.4,3.3,2.2,3,370236,213598,14239850,0
P00796,Anna Nagar,1710,1,1,4,No,Commercial,NoSewr ,Gravel,RH,3.5,3.5,3.8,3.62,603899,347700,18299980,0
P03153,Adyar,617,1,1,2,No,Others,NoSewr ,Paved,C,3.2,3.5,4.6,3.96,186882,54097,4917940,0
P09018,Adyar,916,1,1,3,No,Others,AllPub,Gravel,A,2.5,2.3,2,2.21,228552,30885,6177070,0
P00480,Chrompet,1027,1,1,3,No,House,ELO,No Access,RM,2.9,2.8,4,3.19,207122,61370,7671200,0
P08361,Adyar,1223,2,2,4,No,Others,AllPub,No Access,A,4,3.6,4.4,4.12,248308,27590,6897450,0
P02395,KK Nagar,1422,2,1,4,Yes,Commercial,NoSeWa,Paved,RM,4,4,4.6,4.24,683088,153346,13940580,1
P08102,Chrompet,1081,1,1,3,Yes,Commercial,AllPub,No Access,RH,2.9,4.9,3,3.73,358733,49480,12370100,1
P09923,Velachery,1603,2,1,4,Yes,Commercial,NoSeWa,Gravel,I,3.8,2.5,4.3,3.37,564106,155129,14102650,1
P09382,Anna Nagar,1762,1,1,4,Yes,Others,NoSewr ,Paved,RL,3.7,4.9,2.4,3.48,411112,249604,14682580,1
P05547,Adyar,1219,2,2,4,No,House,NoSewr ,No Access,I,2.2,3.7,2.7,2.75,281210,59202,7400260,0
P07400,KK Nagar,1953,3,2,5,Yes,House,NoSeWa,Paved,RH,4.9,4.8,3.5,4.31,483582,216069,10288980,1
P06230,Karapakkam,1208,1,1,3,No,Others,NoSeWa,Gravel,C,4,4.8,4.1,4.28,229599,51022,6377750,0
P06248,Karapakkam,849,1,1,2,Yes,Commercial,NoSeWa,Paved,A,2.8,2.5,4.6,3.43,214634,145193,6312750,1
P06113,Karapakkam,522,1,1,2,No,House,AllPub,Gravel,C,4.8,4.4,2.3,3.68,205049,109069,4362750,0
P02146,Karapakkam,1610,2,2,4,No,Commercial,NoSewr ,Gravel,RL,3.8,3.6,3.6,3.66,525851,225365,12520250,0
P05125,KK Nagar,1945,3,2,5,Yes,House,NoSewr ,Gravel,RH,2.3,3.2,2.5,2.65,509220,108345,10834460,1
P07009,Adyar,884,1,1,3,Yes,Others,NoSeWa,No Access,RM,2.1,3,3,2.73,282790,113116,9426345,1
P02130,Karapakkam,668,1,1,2,No,House,AllPub,Gravel,RH,4.9,4.6,5,4.85,204068,78488,5232500,0
P06458,Karapakkam,740,1,1,2,No,House,AllPub,Paved,RH,2.1,4.8,4,3.67,211320,95094,5283000,0
P02547,Adyar,1158,1,1,3,Yes,Others,NoSewr ,Gravel,RH,3.6,2.1,3.2,3.1,385410,62499,10416480,1
P04885,Velachery,1840,3,2,5,Yes,Commercial,AllPub,Gravel,I,2.8,2.1,2.5,2.4,518607,235731,15715370,1
P02784,Chrompet,829,1,1,3,Yes,House,NoSeWa,Gravel,RM,2,2.4,3.2,2.52,293758,128519,9179950,1
P05486,Anna Nagar,1650,1,1,4,No,Commercial,NoSewr ,No Access,RH,3.6,2.3,2.4,2.795,547681,239610,17115030,0
P05795,Anna Nagar,1663,1,1,4,No,Others,NoSeWa,Gravel,RL,4.9,2,4.8,4.135,411826,154435,12869560,0
P02435,Velachery,1913,3,2,5,No,House,NoSeWa,No Access,A,4,4,4.8,4.24,267167,119522,7030720,0
P03392,Velachery,1963,3,2,5,No,House,NoSeWa,Paved,C,2.2,2.2,3.8,2.68,336842,103644,8636980,0
P08145,T Nagar,1806,2,1,5,No,Others,NoSeWa,Paved,RM,4.8,3.9,4.5,4.44,439164,102472,14638800,0
P07488,Velachery,1630,2,1,4,No,House,AllPub,Gravel,A,4.6,4.6,2.6,4,283900,94633,7279480,0
P04951,Karapakkam,1016,1,1,3,No,House,NoSeWa,Gravel,A,3,2.2,3,2.76,170003,80528,4473750,0
P08917,T Nagar,1823,2,1,5,Yes,Commercial,ELO,No Access,RM,2.6,3.4,2.5,2.755,513194,164222,20527770,1
P00362,Chrompet,1185,1,1,3,No,Commercial,AllPub,No Access,RH,3.2,3.6,3.2,3.36,384019,99102,12387700,0
P05824,Karapakkam,1478,2,2,4,No,House,ELO,No Access,A,4.9,4.9,4.6,4.78,182809,62423,4458750,0
P09005,Chrompet,875,1,1,3,Yes,House,ELO,Gravel,RL,2.1,2.7,2.6,2.49,239050,68300,8537500,1
P03806,KK Nagar,2087,3,2,5,Yes,House,AllPub,Gravel,RH,5,4.4,3.3,4.14,369686,254159,11552700,1
P07949,Anna Nagar,1970,2,1,5,Yes,House,ELO,Paved,RL,2.1,2.3,3.3,2.63,383698,68518,13703500,1
P09709,Velachery,1645,2,1,4,Yes,Commercial,NoSewr ,No Access,RH,5,3,2.8,3.44,459380,194888,13920600,1
P00747,TNagar,1856,2,1,5,No,Commercial,NoSewr ,Paved,RH,3.8,3.7,3.5,3.64,684272,136854,19550620,0
P09719,Velachery,1782,2,1,4,Yes,Commercial,NoSewr ,Gravel,RH,4.1,2.1,4.1,3.2,642746,208892,16068640,1
P02108,Karapakkam,1465,2,2,4,Yes,House,AllPub,Paved,A,2.5,3,3.5,3.05,300659,83161,6397000,1
P03570,KK Nagar,2439,4,2,6,No,House,NoSewr ,Gravel,RH,4,4,4.1,4.04,366951,111197,11119720,0
P04009,KK Nagar,1693,2,1,4,No,Others,AllPub,Gravel,RM,3.9,4.7,3.3,3.9,411540,182907,11431660,0
P05746,Anna Nagar,1737,1,1,4,No,Others,NoSewr ,Paved,RH,3.1,2.1,4,3.21,319831,115139,12793250,0
P01703,Karapakkam,1111,1,1,3,Yes,House,AllPub,Gravel,RM,3.4,2.6,3.3,3.12,284831,129469,8631250,1
P02028,KK Nagar,2485,4,2,6,No,Commercial,AllPub,Paved,RL,3.2,2.9,2.8,2.95,740382,379683,18984160,0
P09952,Velachery,1568,2,1,4,Yes,Others,NoSewr ,Gravel,RM,2.6,4.7,3.9,3.94,471795,161404,12415670,1
P02119,Karapakkam,512,1,1,2,No,Commercial,NoSewr ,Gravel,C,3.2,3.5,3.5,3.41,167824,41956,5244500,0
P04670,Chrompet,958,1,1,3,No,Commercial,AllPub,No Access,RH,4.5,2.7,3.5,3.48,353778,96485,10720550,0
P04754,T Nagar,1565,1,1,4,Yes,Commercial,NoSeWa,Gravel,RM,3.4,2.2,2.6,2.74,787401,255905,19685020,1
P01927,KK Nagar,1706,2,1,4,Yes,Commercial,NoSewr ,Paved,RH,3.8,4.5,4,4.09,662406,244802,14400140,1
P03033,Velachery,1616,2,1,4,Yes,House,NoSeWa,Paved,RM,5,3.6,2.8,3.71,373484,80753,10094160,1
P00541,Anna Nagar,1531,1,1,4,No,Commercial,NoSeWa,Paved,RL,4.3,3.2,3.3,3.625,681741,139844,17480550,0
P06378,Anna Nagar,1636,1,1,4,Yes,Others,NoSeWa,Gravel,RH,4.4,3.9,2.4,3.475,521841,214088,13380530,1
P07514,KK Nagar,1997,3,2,5,Yes,Commercial,NoSeWa,Paved,RH,3.1,3.2,2.1,2.73,625841,345860,16469500,1
P01071,Chrompet,915,1,1,3,Yes,Others,NoSewr ,Paved,RH,3.5,2.5,3.5,3.1,243999,40667,8133300,1
P03912,Adyar,1046,1,1,3,No,Commercial,NoSeWa,No Access,I,4,2,2.2,2.7,408888,129123,10760220,0
P07569,KK Nagar,1465,2,1,4,No,House,NoSeWa,Gravel,RM,4.7,3,2.2,3.19,507409,182667,10148180,0
P04012,KK Nagar,1399,2,1,4,Yes,Others,NoSewr ,Gravel,RM,4.4,3.2,3.1,3.52,427814,106953,10695340,1
P01238,Chrompet,1126,1,1,3,No,Others,ELO,Gravel,RH,2,3.5,3.8,3.14,293130,79944,8882720,0
P06167,Karapakkam,1368,2,2,4,No,House,AllPub,Paved,RH,2.5,2.1,2.6,2.42,311639,108396,6774750,0
P08843,Chrompet,709,1,1,2,No,House,NoSewr ,No Access,RL,4.2,3.8,5,4.28,199494,19306,6435300,0
P07803,T Nagar,1550,1,1,4,No,House,ELO,Paved,RL,2.6,2.2,2.9,2.635,399932,144420,11109230,0
P04952,Velachery,1882,3,2,5,Yes,Commercial,NoSeWa,Paved,A,3.9,4.1,4.9,4.29,512612,199349,14239220,1
P09013,Anna Nagar,1538,1,1,4,Yes,House,NoSeWa,Gravel,RH,3.5,3.5,3.4,3.46,294136,90503,11312920,1
P07034,Velachery,1881,3,2,5,No,Commercial,NoSeWa,Paved,RH,2.6,2.9,3.3,2.95,565335,260924,14495770,0
P05575,Adyar,641,1,1,2,No,Commercial,NoSewr ,Paved,RL,2.1,2.3,3,2.59,348175,89531,9947855,0
P08381,Anna Nagar,1912,2,1,5,No,House,NoSewr ,Paved,RH,4.6,2.4,4,3.81,358580,74189,12364840,0
P02898,Chrompet,1194,1,1,3,Yes,Commercial,NoSeWa,Gravel,RH,2.6,4.5,3.6,3.66,424193,150520,13683650,1
P03310,Karapakkam,1502,2,2,4,Yes,House,ELO,Gravel,RL,5,2.9,4.3,4.09,391787,233206,9328250,1
P01319,Anna Nagar,1649,1,1,4,No,Commercial,ELO,Gravel,RL,4.3,4.2,3.2,3.835,564110,131626,18803650,0
